Sno,Partno,Description,Price
239,90521RPC000,WASHER.THRUST 31X54X,6.93
240,72950TL0003,MLDG ASSY.L RR DO,32.77
241,76540SNAA01,ROD UNIT A,4.69
242,45237SR3003,RETAINER A,3.6
243,82172TG0T02,HOOK CABLE,0.8
244,13460RZP003,GUIDE.B-CHAIN,7.99
245,61310TG2T20ZZ,BEAM COMP.STRG HANGER,158.12
246,27112PWR020,PLATE.MAIN SEPRATING,8.23
247,13030PNC000,PISTON SET (0.25,45.17
248,78125S84G01,METER ASSY TACHO,51.38
249,88217TF0003ZD,HOLDER SUNVISOR *NH556L*,2.47
250,82621SWAA01,LEVER COVER INN L RR,3.31
251,72210S84E02,REG ASSY R FR D,106.97
252,15301PE0300,BOLT.SEALING 14MM,1.99
253,08Z01SX7552S,SPL PCKG 17,0
254,74814TG2K01,KNOB.GLASS HATCH,8.98
255,44600SDAA10,HUB ASSY.FRONT,115.3
256,90002RMX000,BOLT.SOCKET 4X12,0.75
257,44733SEMT20,TRIM ASSY.WHEEL 14X5,15.3
258,74828TG1T00,SUB STOPPER.GLASS HATCH,0.8
259,83402TM0T51ZC,BOX CONSOLE,6.14
260,08P02SWE7T0EX,KIT AERO BUMPER/MTL,556.66
261,78518SELT61ZC,BODY COVER,6.17
262,81197SEL000ZA,COVER R.R*NH361L*,0.5
263,21210RAX405,SET.TRNS CASE,542.7
264,72810TG1T01,WTHSTP.R RR DOOR,9.97
265,08F21TM07B0X,FR. GRILLE (TAFFETA,215.96
266,53501SELT00,GROMMET.STRG(RH),0.99
267,38810PY3023,COMPRESSER COMP,0
268,60910TM0T50ZZ,FRAME COMP L.FR SIDE,234.07
269,46530S5A003,SPG ASSY.PEDAL RE,3.08
270,53540SEMT02,END COMP.TIE ROD R,9.71
271,15650P0A013,GAUGE COMP.OIL LE,1.83
272,77632SX8T00ZA,CASE COMP.A*NH1L*,10
273,38810RMXA01,COMPR. COMP,484.4
274,83701SWAA01ZC,BASE COMP R RR DOOR,193
275,72980SWA003ZA,GARN L RR DOOR QTR I,6.84
276,31210PH9004,BEARING B,1.74
277,42511SP0000,CAP MAINT.HOLE,1.19
278,17521TA0A00,BAND R.F/TANK MT,16.39
279,23943PL3B00,SHIM 70MM M,5.43
280,91313611010,O-RING 23.5X2,1.55
281,21210RAY010,CASE COMP.TRANSMI,448.39
282,91019PL1003,BRNG TRUST NEEDLE,5.68
283,72810SX8N00,WTHSTP R.RR DOOR,4.92
284,17147RCAA00,STAY ASSY. ENG.COV,16.43
285,90001P0A000,BOLT-WASH..SPL M6,1.65
286,78100TM0F01,METER ASSY.COMB,149.8
287,22552RCL003,PLATE.CLUTCH END,12.88
288,38920PWA901,BELT COMP,28.29
289,72141SD4004,BUSH.R.JOINT,0.28
290,17249P3RT00,CONNECTING TUBE.S,4.31
291,9454007010,E RING 7 mm,0.07
292,90504SB0000,WASHER PLAIN 12MM,1.07
293,54324SWAT01,WASHER.SHIFT,2.64
294,22748P24J00,PIPE.8X220,4.95
295,90018PF5000,BOLT.FLANGE.6X12,1
296,91329PRP003,O-RING.23.3X2.4,1.67
297,9.57E+11,BOLT.FLANGE.8X18,0.07
298,81540SX8N30ZA,HEADREST ASSY L FR,53.28
299,13214RNAA01,BRG D.CONNROD,12.16
300,08P33SX770S05,L/TRIM ST PL PORTLAN,0
301,64330SDET00ZZ,WHEEL HOUSE COMP,80.85
302,13410RAD010,SHAFT COMP.F BALANCE,0
303,62100SELT40ZZ,PANEL COMP ROOF,197.13
304,63229TC0T01,SEPARATOR.CTR PLR,5.25
305,9.57E+11,BOLT.FLANGE.6X32,0.17
306,71130TM0T00ZZ,BEAM COMP.FR BUMPER,41.98
307,65750TM0T00ZZ,C/MBR COMP.RR FLR,70.06
308,71101TC0T20ZZ,FACE.FR BUMPER,232.53
309,83332SDAA00,DUCT R RR HTR JOI,5.3
310,64322SWAA01,SEPARATOR RR W/HOUSE,3.71
311,38829PR3003,BOLT.WASHER HEAD,1.58
312,83253TF0003,PAD L.FR ROOF SID,2.19
313,93913141G0,SCREW.TAPPING.,0.85
314,81461S4KA02ZD,COVER.SHO*YR169L*,3.25
315,82238S9A003ZA,COVER R.R*NH167L*,4.97
316,76200TA0U01ZE,MIR. ASSY.. RH-R A/ *NH737M*,418.61
317,17261RZA000,STAY COMP A  AIR/C,5.4
318,53731SWA000,TUBE SUCTION P/S,8.08
319,81631SR3003ZP,KNOB L.RE*NH264L*,4.12
320,17726SX8T30,TUBE FUEL PURGE,5.9
321,18176PM3300,BOLT.CONVERTER ST,3.29
322,51602S9AG24,DAMPER ASSY.L FR,0
323,53449S5AJ01,BAND A.BELLOWS,5.58
324,90006PWA003,BOLT.ROCKER SHAFT,2.69
325,90136SF1A02,SCREW TAP 4X10,1.05
326,82280TF0J01,STRIKER ASSY R.RR,9.29
327,32100SX8N72,HARNESS.CABIN WIRE,119.3
328,24210RAP000,FORK COMP.3-4 SHI,53.23
329,74151S9A000,FENDER L.FR INN,42.27
330,06455SEMT00,SET.SHIM FR,8.02
331,06110RMX000,GASKET KIT.CYLN HEAD,121.66
332,23411RPC010,GEAR.S-L,65.96
333,75701TF0003,EMBLEM.H-MARK 75,2.06
334,34300SEA003,LIGHTASSY R SIDETURN,45
335,27112PGF000,PLATE.MAIN SEPARA,31.92
336,9.57E+11,BOLT.FLANGE.6X105,0.88
337,01469TG2T10,SET.MASTER POWER,68.82
338,24621PHT000,SPRING.DETENT,6.31
339,33101S9A003,UNIT HEAD LIGHT R,203.27
340,50826SELE01,MTG RUB ASSY,111.89
341,9.34E+11,BOLT WASH 6X25,0.6
342,81450SWWE01ZA,TONGUE. R. FR. SEATBELT OUTER,190.82
343,18200SX8T00,PIPE ASSY.EXH,108.96
344,72865SV4013,SUB-SEAL L.RR DOO,0
345,01465SEMT02,HOSE SET FR L BRAKE,12.51
346,42522SNA003,CLAMP.WIRE,1.14
347,66118SX8T01ZZ,STIFF RR BUMPER FACE,15.71
348,74120S9A505,LOCK ASSY.HOOD,22.12
349,84485S9A003ZA,GARN ASSY*NH425L*,13.81
350,83550SDEU41ZC,LINI*NH361L    1*,134.31
351,08Z03SELS02GR,SAFETY PACKAGE 1,0
352,83200SELT21ZA,LINING ASSY.. ROOF *NH220L*,39.42
353,75120SM4013,FRNT GRLL FTT KIT,0
354,90108S84A00,BOLT.WASH 8MM (SR,1.73
355,90701RDK000,PIN.DOWEL 8X73,1.93
356,76203TF0D01,SET R.MIR.SUB ASS,6.93
357,41313PL3000,ROLLER.4X28,0.89
358,50716S9A000,DYNM DMPR.RR DIFF,61.65
359,22643RDK013,PLATE 1.8.CLUTCH,6.32
360,23997PZ9000,SHIM. 52X62 AO,3.28
361,08V31SEL700052,PNL. FOG LT,0.13
362,72640S86K01ZF,HANDLE ASSY.*T99*,24.5
363,90160SAA000,BOLT FLANGE 14X67,3.79
364,32601SDAA00,CABEL ASSY EARTH,2.64
365,72640S9AJ01ZG,HANDLE ASSY*G95P*,57.59
366,25213PT0603,HOSE.140 (OIL COO,7.27
367,39794SDAA04,RELAY ASSY POWER(,13.77
368,44726SEAJ02,WT BALANCE 5G,1.62
369,21514RCLA01,STAY D HARNESS,1.56
370,46600TC5Q01,PEDAL ASSY.BRAKE,49.76
371,76204SX8N00,HOLDER 1400R MIRROR,2.05
372,39155SNAA01,UNIT ASSY.ANT MODULE,69.29
373,90135SZ3000,BOLT FLANGE 6X18,1.14
374,18120PPAA00,COVER COMP.EXH MN,33.21
375,72610S6AQ02,LOCK ASSY R.RR DR,24.18
376,72121S5A003ZR,CAP INSID*YR239L*,2.52
377,81131SDJT12ZB,TRIM COVE*YR239L*,131.34
378,82450SX8N11ZB,TONG R RR SEAT BELT,28.96
379,28600RPC003,SW ASSY.AT OIL PRESS,27.26
380,08P14SEL720X,MAT FLOOR STD.(BEIGE,9.15
381,53413TG2003,PRESSURE SPG. RACK GUIDE,1.55
382,53641SWA023,SUB ASSY.VALVE (R,212.46
383,38900PNB006,SET.COMPR.CLUTCH,201.21
384,18215TF0003,RUBBER.EXH.MTG.,1.73
385,78524S3YN81,SLIDE SCREW,1.86
386,1F131RMX000,CABLE.D/V PLUS,11.49
387,91012P6H003,BRG.NEEDLE 38X44X,10.27
388,17244P3ST50,TUBE B.AIR INTAKE,2.26
389,10002RZP000,ENG SUB ASSY (BLO,2709.72
390,44600SNNT00,HUB ASSY.FRONT,38.93
391,60212SX8T10ZZ,STAY R FR FENDER,3.79
392,19502REAZ01,HOSE.WATER LOWER,3.85
393,75830TG0T01,MUDGUARD L RR,4.95
394,31111PD1014,B/BRG RAD N/COM,4.77
395,63136TF0003,SEPARATOR R.FR PLR INSIDE,6.84
396,17108PNCJ01,FRICTION BRG.B,4.16
397,79605TF0003ZA,DISPLAY A*NH167L*,3.53
398,77230SELT11ZE,HOLDER AS*YR272L*,43.19
399,070ADSAA0100,DRIVER . 32.5,61.45
400,38924R40A01,SET.STATOR,105.99
401,38232SMGE01,FUSE MULTI BLOCK B(4,8.1
402,13011RZA004,RING SET.PISTON,40.82
403,08Z01TF0700S,JAZZ SPECIAL EDITION,20.91
404,14721P08000,VALVE.EXHAUST,28.17
405,11833P08000,SEAL BACK L RUBBE,2.61
406,64700SELT10ZZ,PANEL COMP L RR IN,335.5
407,41462RDK000,SHIM.85MM W,4.51
408,82226SAAJ01,SNAP,2.76
409,60812SEMK00ZZ,PLATE R.FR SIDE UP,25.56
410,77230SDET01ZA,HOLDER AS*NH482L*,63.65
411,90028RAA003,BOLT.SPECIAL .6X18.2,1.1
412,08Z03TC0703A2,PANEL DR IN (RH),0
413,08B03HCG710X,"BRIEFCASE 16""GRAY",27.94
414,84161SEMK00ZB,GARN L CTR PLR UP,3.81
415,90601SH3014,CLIP DOOR MLDG,1.28
416,46966SAA003,BRKT.TANK,8.06
417,90101SR3000,NUT. O/STAY LWR PIVOT 8MM,6.33
418,71127SWWG01,MOLDING. FR. GRILLE LOWER,10.42
419,17101RNAA00,COVER COMP. BYPASS V,60.82
420,78166S84A01,COVER,8.29
421,01468TG2T01,SET.RR BRAKE HOSE L,5.85
422,71101SX8N01ZZ,FACE FR BPR CTR,54.7
423,74660SEMK00,CAP ASSY.F/MAINT,2.11
424,78523SZ3003,COIL SPRING,0.64
425,82582SNCJ01,ARM REST BRKT L.RR S,0.99
426,44014SNA000,SET.OUTBOARD JOINT,0
427,46396S84E51,CLIP.BRAKE PIPE,2.26
428,72140S9AJ01ZD,HANDLE ASSY*B92P*,60.05
429,91001PRP004,BRG.BALL 40X68X7.,13.34
430,89400SX8N00,FIRST AID KIT,4.97
431,38385S84G03,UNIT ASSY KEYLESS,93.88
432,90445PPV000,COLLAR.35X47X7.8,8.72
433,91209PE9005,DUST SEAL.16X23X5,2.87
434,72250SH4003,REG L.FR DOOR (GL,36.84
435,72634S84A01,ROD.R RR DOOR ACT,1
436,18011PAAA00,SET.EGR VLV,150.38
437,14620RMX000,ARM ASSY.ROCKER,167.09
438,22651RAY003,GUIDE COMP.3RD CL,239.28
439,75830TM0G00,MUD.GUARD L RR,6
440,42753SE0A02,VALVE.RIM FOR SP,0.49
441,72650TA0A11,LATCH ASSY.L RR D,44.25
442,74135SM4003ZX,LEVER ASS*YR239L*,7.37
443,74602TA0A00,PLATE B.FR FLR HT,28.92
444,53325SB0010,CLIP A.JNT COVER,2.32
445,9.63E+11,BOLT FLANGE DR 12,1.86
446,23441RZH000,GEAR C-2,54.46
447,77251TG1T00,BRKT.RADIO R,0.73
448,61500S86K71ZZ,DASHBOARD LWR COM,208.09
449,83381TA0A01ZA,DUCT ASSY*TBLACK*,28.78
450,18210SX8K00,PIPE A.EXHAUST,133.96
451,52390S84A01,UPR-ARM ASSY.RR,54.25
452,83292TA0A50,BRACKET. L. RR. GRAB,8.41
453,24000R97000,SHAFT ASSY.CHANGE,154.54
454,17660SNAH01,PIPE COMP.FUEL FILLE,58.65
455,35252SAAJ01,SHOE HORN,1.76
456,46100SM4954,MAS. CYL. ASSY.,0
457,08Z03SELS04GR,SAFETY PACKAGE 3,0
458,72750TA0A01,REG ASSY L RR DOO,193.01
459,07LAEPX40100,COMPR.ATT..CLUTCH,63.19
460,39171SNAQ04,B.BOX ASSY RH GE,452.34
461,08P32S86700S12,L/T ST COVER ST OYST,0
462,74823TF0000,BRKT R.T/GATE O/S,4.27
463,64530S86K01ZZ,PLR COMP L.FR INN,68.83
464,73460S04J00,GLASS ASSY L.RR D,0
465,39106SX8N00,REMOTE,34.09
466,90433RJFT00,RETAINER.COTTER,1.52
467,81631SDAA01ZC,KNOB L.RE*YR239L*,3.32
468,17910S47981,WIRE.THROTTLE,0
469,76252TG1T01,COVER RH-L. BASE,0.61
470,72120SAAJ01ZD,HANDLE AS*YR239L*,8.62
471,91501SNA003,CLIP.FR COWL,1.02
472,41233RFL010,GEAR FINAL DRIVEN,126.4
473,90667S0D003ZC,CLIP TRIM*NH120L*,0.91
474,80371SX8T00,STAY DISCHARGE HO,0.6
475,74862S84A01,STRIKER.ASSY TRUN,9
476,84630TC0U01ZA,LNG.TRUNK *NH85L*,28.32
477,10002RNTY10,ENG SUB ASSY (BLOCK),0
478,22821RPF000,FORK.CLUTCH RLS,18.29
479,90568RDK000,WASHER E.26.5MM,3.49
480,32117SELW40,WIRE HARN.INST,143.2
481,9.34E+11,BOLT-WASH.,0.33
482,79542SX8Y00,CABLE TEMP CONTL,3.96
483,72650SWAA01,LATCH ASSY L RR DOOR,162.66
484,11300PLC000,COVER ASSY R SIDE,35.91
485,74606SNCA00,UNDERCOVER R.FR FLOO,27.93
486,37820R49D55,ELECTRONIC CONT UNIT,710.1
487,50823S9A013,BRKT.SIDE MT,33.98
488,13215PE1004,BRG.E CONNROD,7.52
489,37972RCAA01,STAY.THROTTLE WIR,9.47
490,11410RZA010,CASE ASSY CHAIN,100.59
491,9.34E+11,BOLT-WASHER.6X10,0.27
492,83414TA1Y01ZA,GARN.ACC *NH167L*,3.12
493,92201120300H,BOLT HEX 12X30,0.86
494,65660SDET00ZZ,FRAME COMP L.REAR,256.3
495,08Z01SNLCAT1,CAT CIVIC (50),5.54
496,62TA024,SHOP MANUL SUPPLIMENT,138.31
497,72275SM4003,RUNCHANNEL L FR D,0
498,81855SELJ21ZB,BELT ASSY*NH361L*,9.29
499,90666SA0003YU,CLIP.TRIM*NH120L*,0.15
500,17132RNAA00,STAY ASSY. INT MNFLD,1.73
501,04636TM2K10ZZ,PANEL SET R.RR OUTSIDE,427.6
