S. No.,Part No.,Description,USD Price,
222,G161018,"AIR CLEANER, STG DONACLONE",1765.45,
223,G161020,"AIR CLEANER, STG DONACLONE TUBULAR",2734.47,
224,G180011,AIR CLEANER ASSY,991.42,
225,G180031,"AIR CLEANER, FRG RADIALSEAL",670.74,
226,G180033,"AIR CLEANER, FRG RADIALSEAL",586.68,
227,G180073,"AIR CLEANER 18""",367.11,
228,G180074,"AIR CLEANER, FRG RADIALSEAL",631.52,
229,G180087,"AIR CLEANER, FRG RADIALSEAL",619.64,
230,G200008,"AIR CLEANER, SRG DONACLONE, VERTICAL",2831.60,
231,G200013,"AIR CLEANER, SRG DONACLONE, VERTICAL",3496.37,
232,G200087,"AIR CLEANER, SSG DONACLONE, VERTICAL",3598.80,
233,G200088,"AIR CLEANER, SSG DONACLONE, VERTICAL",4818.60,
234,G210007,AIR CLEANER ASSEMBLY,1420.54,
235,G290000,"AIR CLEANER, SRG DONACLONE, VERTICAL",7318.62,
236,G290012,"AIR CLEANER, SRG DONACLONE, VERTICAL",7929.78,
237,G290057,"AIR CLEANER, SSG DONACLONE, VERTICAL",5622.17,
238,H000165,"INLET HOOD, METAL",85.03,
239,H000170,"INLET HOOD, METAL",80.28,
240,H000275,"INLET HOOD, METAL",89.41,
241,H000276,"INLET HOOD, METAL",96.94,
242,H000339,"INLET HOOD, METAL",140.96,
243,H000349,MOUNTING BAND,28.02,
244,H000350,MOUNTING BAND,24.38,
245,H000351,MOUNTING BAND,33.45,
246,H000466,"INLET HOOD, PLASTIC",30.11,
247,H000467,"INLET HOOD, PLASTIC",26.69,
248,H000468,"INLET HOOD, PLASTIC",73.08,
249,H000469,"INLET HOOD, PLASTIC",24.63,
250,H000470,"INLET HOOD, PLASTIC",24.46,
251,H000471,"INLET HOOD, PLASTIC",62.58,
252,H000472,"INLET HOOD, PLASTIC",24.07,
253,H000473,"INLET HOOD, PLASTIC",37.83,
254,H000483,AIR STACK EXTENSION,152.07,
255,H000484,AIR STACK EXTENSION,137.92,
256,H000604,"INLET HOOD, PLASTIC",44.52,
257,H000605,INLET HOOD,56.02,
258,H000606,"INLET HOOD, PLASTIC",53.35,
259,H000607,"INLET HOOD, PLASTIC",78.60,
260,H000657,PRE-CLEANER HOOD ASSEMBLY,62.13,
261,H000659,HOSE ASSEMBLY,94.92,
262,H000679,PRE-CLEANER BODY ASSEMBLY,102.28,
263,H000782,PRE-CLEANER BODY ASSEMBLY,131.91,
264,H000783,"HOOD FASTENER ASSEMBLY, TOGGLE",91.06,
265,H000820,"PRE-CLEANER, FULL VIEW",58.96,
266,H000821,"PRE-CLEANER, FULL VIEW",54.18,
267,H000823,"PRE-CLEANER, FULL VIEW",59.77,
268,H000858,"PRE-CLEANER, FULL VIEW",50.54,
269,H000875,"IN-LINE, HORIZONTAL SEPARATOR",304.53,
270,H000878,"IN-LINE, VERTICAL SEPARATOR",253.22,
271,H000881,"Check Valve 3.5"" ID",69.56,
272,H000886,"IN-LINE, VERTICAL SEPARATOR",266.08,
273,H000919,PRE-CLEANER BODY ASSEMBLY,273.63,
274,H001035,"Exhaust Ejector, Standard",141.62,
275,H001053,"INLET HOOD, PLASTIC",83.72,
276,H001063,"INLET HOOD, PLASTIC",20.76,
277,H001184,PRE-CLEANER BODY ASSEMBLY,336.21,
278,H001189,PRE-CLEANER BODY ASSEMBLY,323.06,
279,H001200,AIR RAM LOW PROFILE,147.14,
280,H001212,DONASPIN P/C & EXHAUST EJECT,142.80,
281,H001215,DONASPIN P/C & EXHAUST EJECT,136.19,
282,H001220,"IN-LINE, VERTICAL SEPARATOR",369.05,
283,H001249,"PRE-CLEANER, FULL VIEW",32.53,
284,H001250,"PRE-CLEANER, FULL VIEW",39.64,
285,H001251,"PRE-CLEANER, FULL VIEW",39.48,
286,H001278,"Exhaust Ejector, Compact",162.69,
287,H001308,DONASPIN P/C & EXHAUST EJECT,144.70,
288,H001377,"INLET HOOD, PLASTIC",12.08,
289,H001378,"INLET HOOD, PLASTIC",15.95,
290,H001379,"INLET HOOD, PLASTIC",12.95,
291,H001654,"AIR RAM, LOUVERED",126.33,
292,H001660,"AIR RAM, LOUVERED",92.84,
293,H001661,"AIR RAM, LOUVERED",147.94,
294,H001725,PRE-CLEANER HOOD ASSEMBLY,109.90,
295,H001742,"INLET HOOD, BRIGHT STAINLESS",148.76,
296,H001773,"INLET HOOD, BRIGHT STAINLESS",164.95,
297,H001823,"PRE-CLEANER, FULL VIEW",39.52,
298,H001906,"IN-LINE, HORIZONTAL SEPARATOR",326.83,
299,H001946,"INLET HOOD, BRIGHT STAINLESS",193.67,
300,H001947,"INLET HOOD, BRIGHT STAINLESS",180.16,
301,H001948,"INLET HOOD, BRIGHT STAINLESS",193.13,
302,H002023,MOUNTING BAND,29.55,
303,H002040,"PRE-CLEANER, FULL VIEW",29.49,
304,H002042,"PRE-CLEANER, FULL VIEW",32.09,
305,H002043,"PRE-CLEANER, FULL VIEW",68.99,
306,H002044,"PRE-CLEANER, FULL VIEW",81.72,
307,H002045,"PRE-CLEANER, FULL VIEW",74.84,
308,H002068,"INLET HOOD, PLASTIC",12.46,
309,H002070,MOUNTING BAND,30.40,
310,H002223,"PRE-CLEANER, FULL VIEW",224.59,
311,H002224,"PRE-CLEANER, FULL VIEW",141.07,
312,H002394,"PRE-CLEANER, TOPSPIN",124.31,
313,H002425,"PRE-CLEANER, TOPSPIN",136.59,
314,H002426,"PRE-CLEANER, TOPSPIN",144.39,
315,H002427,"PRE-CLEANER, TOPSPIN",137.71,
316,H002431,"PRE-CLEANER, TOPSPIN",166.98,
317,H002432,"PRE-CLEANER, TOPSPIN",205.43,
318,H002433,"PRE-CLEANER, TOPSPIN",181.34,
319,H002434,"PRE-CLEANER, TOPSPIN",103.08,
320,H002435,"PRE-CLEANER, TOPSPIN",108.88,
321,H002436,"PRE-CLEANER, TOPSPIN",108.74,
322,H002437,"PRE-CLEANER, TOPSPIN",108.88,
323,H002438,"PRE-CLEANER, TOPSPIN",217.13,
324,H002439,"PRE-CLEANER, TOPSPIN",210.93,
325,H002700,"PRE-CLEANER, STRATACAP",232.39,
326,H002704,"PRE-CLEANER, STRATACAP",299.16,
327,H002850,PRE-CLEANER TOPSPIN HD,184.67,
328,H002851,PRE-CLEANER TOPSPIN HD,242.51,
329,H002852,PRE-CLEANER TOPSPIN HD,288.69,
330,H002853,PRE-CLEANER TOPSPIN HD,328.28,
331,H002854,PRE-CLEANER TOPSPIN HD,391.49,
332,H002855,PRE-CLEANER TOPSPIN HD,454.47,
333,H002856,PRE-CLEANER TOPSPIN HD,504.81,
334,H002857,PRE-CLEANER TOPSPIN HD,533.59,
335,H008390,INLET HOOD,41.47,
336,H008441,MOUNTING BAND,91.16,
337,H008443,MOUNTING BAND,21.02,
338,H008444,MOUNTING BAND,25.22,
339,H770010,RAIN CAP ASSEMBLY,19.88,
340,H770011,"INLET HOOD, PLASTIC",16.81,
341,H770013,"INLET HOOD, PLASTIC",20.78,
342,H770037,MOUNTING BAND,81.90,
343,H770068,MOUNTING BAND,122.34,
344,H770081,"INLET HOOD, PLASTIC",14.91,
345,H770082,INLET HOOD,279.94,
346,H770089,Rain Cap Assy,49.68,
347,H770090,"INLET HOOD, PLASTIC",44.70,
348,J000127,"Tubing Str 2.75"" ODx10'",90.03,
349,J000200,"Clamp Accuseal 3"" 76mm",10.27,
350,J000201,"Clamp Accuseal 3.5""89mm",9.79,
351,J000202,"Clamp Accuseal 4"" 102mm",11.01,
352,J000203,"Clamp Accuseal 5"" 127mm",11.92,
353,J000204,"Clamp Accuseal 2"" 51mm",7.19,
354,J000208,"ClampAccuseal 4.5""114mm",8.46,
355,J000210,"Clamp Easyseal 2""51mm S",14.27,
356,J000214,"CLAMP, EASYSEAL 3 IN 76 MM STAINLESS",15.04,
357,J000216,"Clamp Easyseal 4""102mmS",17.60,
358,J000217,"Clamp Easyseal 5""127mmS",18.16,
359,J000219,"ClampEasyseal 4.5""114mm S",14.81,
360,J000220,"Clamp U-Bolt 2"" 51mm",2.81,
361,J000221,"Clamp U-Bolt 2.5"" 64mm",2.81,
362,J000222,"Clamp U-Bolt 2.25"" 57mm",3.95,
363,J000224,"Clamp U-Bolt 2.75"" 70mm",3.95,
364,J000227,"Clamp U-Bolt 3"" 76mm",3.49,
365,J000228,"Clamp U-Bolt 3.5"" 89mm",4.47,
366,J000230,"Clamp U-Bolt 4"" 102mm",5.48,
367,J000231,"Clamp U-Bolt 4.5"" 114mm",7.68,
368,J000232,"Clamp U-Bolt 5"" 127mm",4.99,
369,J000233,"Clamp U-Bolt 6"" 152mm",9.01,
370,J008671,"Elbow 90 Deg 2"" OD-ID",39.78,
371,J008681,"Elbow 90 Deg 4"" OD-ID",48.52,
372,J009393,"Flared Adaptor 5""",23.97,
373,J009486,"Clamp U-Bolt 4"" 102mm C",10.42,
374,J009487,"T CLAMP 5"" CHROME",10.29,
375,J009514,"Threaded Adapter - 3"" OD - NPT 3""",72.73,
376,J009516,"Threaded Adapter - 3-1/2"" OD - NPT 3-1/2""",118.84,
377,J009560,"Exhaust Pipe 5"" OD-OD",40.85,
378,J009604,"Clamp Torc 3"" 76mm",11.38,
379,J009605,"Clamp Torc 3.5"" 89mm",11.57,
380,J009606,"Clamp Torc 4"" 102mm",11.60,
381,J009607,"Clamp Torc 5"" 127mm",11.69,
382,J009611,"Clamp V-Band 4"" 103mm",17.33,
383,J009612,"Clamp V-Band 3.8"" 99mm",15.77,
384,J009613,"Clamp V-Band 4.3"" 110mm",17.16,
385,J009614,"Clamp V-Band 4.6"" 117mm",16.81,
386,J009618,"Clamp V-Band 3.2"" 82mm",16.40,
387,J009623,"Clamp Torc 4"" 102mm S",16.30,
388,J009624,"Clamp Torc 5"" 127mm S",16.30,
389,J009631,"Elbow 30 Deg 3.5"" OD-ID",53.56,
390,J009633,"Elbow 30 Deg 5"" OD-ID",46.20,
391,J009635,"Elbow 30 Deg 3.5"" OD-ID",51.45,
392,J009637,"Elbow 30 Deg 5"" OD-ID",42.04,
393,J009639,"Elbow 60 Deg 3.5"" OD-ID",54.37,
394,J009640,"Elbow 60 Deg 3.5"" OD-ID",55.21,
395,J009641,"Elbow 60 Deg 5"" OD-ID",72.46,
396,J009644,"Elbow 60 Deg 4"" OD-OD",42.90,
397,J009645,"Elbow 60 Deg 5"" OD-OD",48.27,
398,J009648,"Reducer 4-3"" OD-OD",25.38,
399,J009649,"Reducer 5- 4"" OD-OD",26.53,
400,J018110,TUBE 5.00 X .065 X 12.50 EWST 8.0R 28DEG,43.36,
401,J024739,"STACK PIPE STRAIGHT, ALUMINIZED",46.20,
402,J024746,"StkPipe Cvd 4"" IDx24""",65.64,
403,J024748,"StkPipe Cvd 4"" ODx24""",61.69,
404,J024749,"StkPipe Cvd 4"" ODx24"" C",115.37,
405,J024751,"StkPipe Cvd 5"" ODx24"" C",141.03,
406,J024755,FLEX CONNECTOR,16.57,
407,J024757,"StkPipe Cvd 4"" IDx24""  C",142.57,
408,J024836,"FlexTube 4"" IDx24"" S",51.59,
409,J024850,"FlexTube 3.5"" IDx24"" S",50.30,
410,J034673,"FlexTube 4"" IDx36"" S",81.81,
411,J034674,"FlexTube 5"" IDx36"" S",86.24,
412,J038611,TUBE 5.00 X .065 EWST 5.5R(2) EXP/SLOT,110.17,
413,J038612,EXHAUST PIPE,174.84,
414,J190002,"Elbow 90 Deg 4.5"" OD-ID",92.24,
415,J190003,"Elbow 90 Deg 5"" OD-ID",58.86,
416,J190004,"Elbow 90 Deg 5"" OD-ID C",140.96,
417,J190013,"Elbow 90 Deg 3"" OD-OD",46.16,
418,J190020,"Elbow 90 Deg 5"" OD-OD",101.26,
419,J190025,"Elbow 45 Deg 5"" OD-ID",73.94,
420,J190045,"Reducer 4-3.5"" OD-OD",18.89,
421,J190046,"Reducer 4.5- 4"" OD-ID",34.81,
422,J190054,"Clamp Torc 4.5"" 114mm",12.03,
423,J190055,"Clamp Torc 6"" 152mm",14.97,
424,J190056,"Clamp Torc 2"" 51mm S",12.77,
425,J190057,"Clamp Torc 2.25"" 57mm S",13.08,
426,J190058,"Clamp Torc 2.5"" 64mm S",13.56,
427,J190059,"Clamp Torc 2.75"" 70mm S",13.29,
428,J190060,"Clamp Torc 3"" 76mm S",13.77,
429,J190061,"Clamp Torc 3.5"" 89mm S",14.32,
430,J190062,"Clamp Torc 4.5"" 114mm S",16.30,
431,J190063,"Clamp Torc 6"" 152mm S",21.36,
432,J240003,"FlexTube 3"" IDx12"" S",21.15,
433,J240004,"FlexTube 3"" IDx24"" S",42.15,
434,J240024,"StkPipe Str 5"" IDx24"" C",112.77,
435,K020103,HYDRAULIC FILTER ASSEMBLY,357.24,
436,K030216,HYDRAULIC FILTER ASSEMBLY,50.45,
437,K030262,HYDRAULIC FILTER ASSEMBLY,80.43,
438,K030275,HYDRAULIC FILTER ASSEMBLY,75.82,
439,K030294,HYDRAULIC FILTER ASSEMBLY,373.74,
440,K030319,HYDRAULIC FILTER ASSEMBLY,100.16,
441,K030501,HYDRAULIC FILTER ASSEMBLY,416.73,
442,K031005,FUEL/WATER SEPARATOR SPIN-ON,227.71,
443,K031009,FUEL/WATER SEPARATOR SPIN-ON,118.13,
444,K031010,FUEL/WATER SEPARATOR ASSEMBLY,177.96,
445,K031012,FUEL/WATER SEPARATOR SPIN-ON,211.47,
446,K031016,FUEL/WATER SEPARATOR ASSEMBLY,50.42,
447,K040534,HYDRAULIC FILTER ASSEMBLY,107.07,
448,K040567,HYDRAULIC FILTER ASSEMBLY,124.59,
449,K040602,HYDRAULIC FILTER ASSEMBLY,206.18,
450,K040611,HYDRAULIC FILTER ASSEMBLY,107.47,
451,K040612,HYDRAULIC FILTER ASSEMBLY,137.43,
452,K040613,HYDRAULIC FILTER ASSEMBLY,107.79,
453,K040619,HYDRAULIC FILTER ASSEMBLY,224.61,
454,K040628,HYDRAULIC FILTER ASSEMBLY,116.12,
455,K040643,HYDRAULIC FILTER ASSEMBLY,55.39,
456,K040684,HYDRAULIC FILTER ASSEMBLY,747.88,
457,K040798,HYDRAULIC FILTER ASSEMBLY,68.01,
458,K040799,HYDRAULIC FILTER ASSEMBLY,71.46,
459,K040811,HYDRAULIC FILTER ASSEMBLY,110.06,
