S. No.,Part No.,Description,USD Price,
290,100302310,Combined Unloader Val&Ti Assy,15.66,
291,100302600,Re6 Relay Emergency Valve,37.48,
292,100302640,Magnetic Valve (Assy),24.00,
293,100302830,Drain Valve,1.47,
294,100302860,Gradua.Hand Control Valve,14.71,
295,100302870,Graduated Handcontrol Val.Tata,14.75,
296,100302880,Gradu. Handcontrol Valve-Telco,15.61,
297,100302890,Graduated Hand Cont.Valve-Tata,15.15,
298,100302910,Q.S.P.Valve (New)-Tata,32.54,
299,100302911,QUADRUPLE SYSTEM PROTECTION VA,32.14,
300,100302912,Q.S.P. Valve (New),36.50,
301,100302920,Q.S.P. Valve (New),35.63,
302,100302921,Q.S.P. Valve (New),38.07,
303,100302930,Re6 Relay Emergency Valve,38.61,
304,100302970,Relay Valve,22.67,
305,100302990,Ghcv ('S' Type)-Iveco,38.19,
306,100303020,Relay Valve,28.21,
307,100303120,R12 Relay Valve,28.84,
308,100303140,Magnetic Valve,28.50,
309,100303141,Magnetic Valve,31.63,
310,100303150,Magnetic Valve,33.25,
311,100303151,Magnetic Valve,22.77,
312,100303330,Relay And Inversion Valve,42.83,
313,100303430,Unloader Valve With Tyre Infla,16.34,
314,100303440,Qsp Valve (New)(Al),40.24,
315,100303470,Air Dryer,104.09,
316,100303472,Air Dryer,125.99,
317,100303480,Magnetic Valve With Bracket24V,14.06,
318,100303481,Magnetic Valve,15.68,
319,100303510,Air Dryer,96.11,
320,100303512,AIR DRYER,95.31,
321,100303517,AIR DRYER,106.53,
322,100303550,Automatic Load Sensing Valve,127.39,
323,100303600,R14 Relay Valve (Vertical),45.78,
324,100303630,Graduated Hand Control Valve,15.68,
325,100303640,Graduated Hand Control Valve,16.07,
326,100303650,Ghc Valve With Lp Switch,17.79,
327,100303660,Ghc Valve With Lp Switch,19.71,
328,100303670,Graduated Hand Control Valve,23.37,
329,100303690,Graduated Hand Control Valve,28.97,
330,100303710,Graduated Hand Control Valve-S,29.73,
331,100303751,Graduated Hand Control Valve Assy,20.46,
332,100303760,Quadruple System Protection Va,39.50,
333,100304112,Drying And Distribution Unit,112.64,
334,100304116,Drying And Distribution Unit,117.10,
335,100304150,Pressure Protection Valve,7.66,
336,100304280,Automatic Load Sensing Valve,127.39,
337,100304300,Automatic Load Sensing Valve,127.39,
338,100304430,Rg2 Relay Valve,19.16,
339,100304500,Quick Relase Valve,8.10,
340,100304501,Quick Relase Valve,6.78,
341,100304530,Magnetic Valve,10.12,
342,100304540,Automatic Load Sensing Valve,127.39,
343,100304720,R14 Relay Valve,35.56,
344,100304730,AIR DRYER,74.11,
345,100304770,Turbo Check Valve,74.39,
346,100304780,OIL SEPARATER ASSY,51.44,
347,100304880,Drying And Distribution Unit,112.10,
348,100304881,Drying And Distribution Unit-Higher Pr,112.10,
349,100304920,Quick Relase Valve (VOSS),12.42,
350,100304930,RG2 Relay Valve,26.45,
351,100304941,DDU-(VOSS),108.29,
352,100304943,Drying&Distribution Unit,112.38,
353,100304950,Graduated Handcontrol Val.(VOSS),20.06,
354,100304960,Graduated Handcontrol Val.,18.62,
355,100304980,Handcontrol Valve,20.68,
356,100305140,Rg2 Relay Valve,22.91,
357,100305160,Gradua.Hand Control Valve,22.36,
358,100305201,Drying And Distribution Unit-Higher Pr,105.96,
359,100305420,Inversion  Relay  Valve,58.73,
360,100305440,Drying&Distribution Unit-Higher Pr(VOSS),123.81,
361,100305441,Drying&Distribution Unit-Higher Pr(VOSS),118.88,
362,100305444,DDU - Higher Pr(VOSS) with Tyreinflator,120.01,
363,100305540,Base Valve,15.82,
364,100305552,Drying And Distribution Unit,107.36,
365,100305840,RG2  Valve,25.05,
366,100305850,RG2 Relay Valve,25.05,
367,100305860,Q.S.P.V (New),40.94,
368,100305870,AIR DRYER,104.64,
369,100305880,Graduated Hand Control Valve Assy,18.09,
370,100305930,Drying And Distribution Unit,100.33,
371,100305940,Graduated Hand Control Valve Assy,19.56,
372,100305970,Magnetic Valve (12V),20.89,
373,100305971,Magnetic Valve (24V),19.51,
374,100306000,Load Sensing Valve,88.98,
375,100306010,Automatic Load Sensing Valve,117.30,
376,100306020,Automatic Load Sensing Valve,127.39,
377,100306060,Inversion  Relay  Valve,125.74,
378,100306080,R12 Relay Valve (Horizondtal Version),36.52,
379,100306090, R14 Relay Valve (Vertical),41.97,
380,100306100,Non Return Valve,13.08,
381,100306160,Magnetic Valve With Bracket,25.05,
382,100306190,Automatic Load Sensing Valve,122.73,
383,100306200, Automatic Load Sensing Valve,88.98,
384,100306250,DDU,106.24,
385,100306260,RG2 Relay Valve,26.36,
386,100306270,RG2 Relay Valve,27.42,
387,100306430,Quick Relase Valve,10.64,
388,100306460,Hand Brake Valve,80.38,
389,100306470,Pressure Reducer Valve,19.49,
390,100306680,Air Processing Unit,255.92,
391,100306710,Load Sensing Valve,131.59,
392,100306720,Condensate Separator,49.51,
393,100306750,Q.S.P.Valve,33.97,
394,100306800,Automatic Load Sensing Valve,122.49,
395,100306810,Non Return Valve,11.63,
396,100306830,Drying And Distribution Unit,106.24,
397,100306840, Relay Valve,25.25,
398,100306860,Graduated Handcontrol Valve,19.54,
399,100306900,AIR DRYER,90.65,
400,100306910,AIR DRYER,88.03,
401,100306950,Non Return Valve,11.31,
402,100307090,Quadruble system protection valve,36.39,
403,100307100,Inversion  Relay  Valve,86.46,
404,100307120,Air Dryer,96.93,
405,100307140,Drying&Distribution Unit,96.37,
406,100307141,Drying&Distribution Unit,108.25,
407,100307180,Inversion  Relay  Valve,44.88,
408,100307220,R14 Relay Valve,36.61,
409,100307490,Quick Relase Valve,11.50,
410,100307500,RG2 Relay Valve,26.32,
411,100307510,DDU,112.28,
412,100307550,Q.S.P.Valve,36.23,
413,100307560,AIR DRYER,91.53,
414,100307590,RG2 Relay Valve,21.33,
415,100307600,Automatic Load Sensing Valve,86.40,
416,100307610,AIR DRYER,45.44,
417,100307620,QSPV,38.34,
418,100307630,RG2 Relay Valve,22.45,
419,100307640,Automatic Load Sensing Valve,53.67,
420,100307670,Qudruble system protection valve,31.54,
421,100307680,Pressure Reducer Valve,18.04,
422,100307690,Pressure Reducer Valve,18.04,
423,100307700,Pressure Reducer Valve,18.04,
424,100307870,Pressure Reducer Valve(4.5 Bar Metric),18.04,
425,100307880,Pressure Reducer Valve(6 Bar Metric),17.22,
426,100307890,Pressure Reducer Valve(7.5 Bar,16.37,
427,100308040,Graduated Handcontrol Valve,18.09,
428,100308050,R12 Relay Valve,27.93,
429,100308110,Quadruple System Protection Va,31.48,
430,100308130,RG2 Relay Valve,19.54,
431,100308170,AIR DRYER,85.46,
432,100308370,Air Dryer,91.53,
433,100308500,Air Dryer,86.40,
434,100308510,Air Dryer,83.84,
435,100310870,Diaphragm Assy(Combined Unit),3.95,
436,100311240,Unloader Plunger Assy(Combined,3.12,
437,100311250,Top Cover Sub Assy-Ghcv(Tata),4.74,
438,100311370,desiccant Cartridge/Air Dryer,38.95,
439,100311480,Silencer Assembly-Air Dryer,3.28,
440,100311510,Unloader Plunger Assy-Airdryer,3.92,
441,100311580,Tyre Inflator Assy-Air Dryer,5.93,
442,100311690,Purge Tank Assembly  FOUR HOLES,40.28,
443,100311700,desiccant Cartrige,36.82,
444,100311730,Unloader Valve plunger Assy,3.82,
445,100311900,Filter Assembly,1.83,
446,100311970,Diaphragm Assembly,3.79,
447,100312100,Silencer Assembly,3.79,
448,100312160,PURGE TANK ASSYTHREE HOLES,31.92,
449,100312230,RG 2 SILENCER ASSY,1.21,
450,100312240,PURGE TANK ASSY TWO HOLES,42.05,
451,100312450,Tyre Inflator Assembly,3.10,
452,100312460,CAM FOLLOWER & ROLLER ASSY,0.65,
453,100312720,Silencer Assy,1.12,
454,100333550,Lever (Flick Valve/Ghcv),0.53,
455,100334791,Top Cover(Machining)-Combined,1.25,
456,100334910,Governor Plunger-Combined Unit,1.59,
457,100334930,Compression Spring-Combined unit,0.51,
458,100334970,Cup-Combined Unit/Air Dryer,0.27,
459,100334990,Spring Guide-Unloader Valve,0.18,
460,100335000,Adjustment Screw-Combined Unit,0.29,
461,100335050,Adaptor-Combined Unit,2.32,
462,100335060,Ti Plunger-Combined Unit,1.67,
463,100336700,Valve Seat-Combined Unit,1.29,
464,100336710,Unloader Plunger-Combinedunit,1.56,
465,100336720,Plunger-Ghcv(Tata),0.95,
466,100336760,Top Cover (Casting),2.27,
467,100336770,Pivot-Ghcv,0.57,
468,100336790,Cam-Ghcv,0.62,
469,100336860,Valve Spring-Ghcv(Tata),0.04,
470,100336891,Valve Body(Machining) Qspv/New,11.63,
471,100336892,Valve Body(Machined)-Qspv/New,10.75,
472,100336930,Compression Spring-Qspv(New),0.21,
473,100336940,Spring Guide-Qspv(New),0.29,
474,100336950,Pressure Setting Screw-Qspv(New),0.25,
475,100336961,Top Cover(Machining)-Qspv/New,5.30,
476,100336980,Base Cover(Qspv-New),1.06,
477,100337060,Base Cover,0.30,
478,100337350,KKnob-Ghcv/Iveco,0.53,
479,100337520,Filter Retainer/Air Dryer,2.32,
480,100337540,Stiffener Plate\Air Dryer,3.18,
481,100337620,SPRING/AIR DRYER,2.47,
482,100337921,Body (Machining),55.22,
483,100338080,Housing(Screen Printed)Airdrye,8.88,
484,100338081,Desiccant housing,4.25,
485,100339430,Spring,0.33,
486,100339460,Spring Guide,0.29,
487,100339471,Top Cover - Machining,5.85,
488,100339480,Body,5.21,
489,100339630,Inlet Adaptor,1.21,
490,100340230,Screw Holder,0.46,
491,100340482,Top Cover (Machining),5.39,
492,100340490,Piston,1.48,
493,100341034,Body - DDU,40.32,
494,100341250,Filter Retainer,0.27,
495,100341490,Top Cover,1.69,
496,100341810,Valve Seat (Nrv),1.08,
497,100341820,Spring Guide,0.12,
498,100342210,O'Ring Retainer,0.34,
499,100342321,Valve Body (Machining),3.50,
500,100342341,EXHAUST COVER,0.94,
501,100342630,Spring,1.06,
502,100343130,Cartridge Retainer,0.67,
503,100343180,Follower,0.29,
504,100343250,Baffle,2.01,
505,100343320,CLAMP PLATE,0.99,
506,100343880,INLET ADAPTOR,1.92,
507,100344110,O RING RETAINER,0.15,
508,100344150,Knob,0.81,
509,100344160,Sleeve,0.68,
510,100344170,Lever,0.68,
511,100345670,Pressur setting Screw,0.39,
512,100346952, BODY (DDU),40.32,
513,100346954,BODY (DDU) - Machined,40.32,
514,100347851,Body (Machining),40.32,
515,100347871,QSPV Voss Body,16.22,
516,100348091,Condensate Body- M/C,16.61,
517,100348101,Condensate Head- M/C,12.46,
518,100348421,BODY (DDU)- Machined,31.44,
519,100349621,GHCV Body (MACHINING),5.56,
520,100349626,Valve body -PDCM/c with Anodi,5.33,
521,100400420,Reservoir  Assy  ( 50 Ltr ),79.64,
522,100400440,Reservoir (25 Litres),30.90,
523,100400490,Reservoir 10 Litres,24.58,
524,100400510,Reservoir 15 Litres,30.50,
525,100400520,Reservoir 25 Litres,29.98,
526,100400570,Reservoir 15 Litres,24.70,
527,100400580, Reservoir (25 Litres)-With Lps,28.69,
528,100400620,Reservoir With Mtg.Bracke,15.56,
529,100400630,Reservoir - 15 Litres,26.31,
530,100400640,Reservoir (10 Litres),22.60,
531,100400700,Reservor 5Ltrs(Purge),15.18,
532,100400710,Reservoir (10Ltr),22.07,
533,100400730,Reservoir,22.47,
534,100400740,Reservoir With Mounting Bracke,16.26,
535,100400950,Reservoir (25 Litres)-With Lps,27.08,
536,100400960,Reservoir - 30Ltrs Voss,31.15,
537,100400970,Reservoir - 30Ltrs Metric,27.23,
538,100401040,Reservoir 15L-VOSS,24.08,
539,100401050,Reservoir-25lt voss,39.48,
540,100401060,Reservoir With Mounting Bracke,9.88,
541,100401080,Reservor 5Ltrs(Purge),16.35,
542,100401090,Purge Tank,17.60,
543,100410940,(15Ltr)Shell & End Cover Assy,26.69,
544,100450010,Vacuum Brake Valve(10.5),76.48,
545,100450030,Vacuum Brake Valve,76.70,
546,100450080,Vacuum Brake Valve,41.29,
547,100450090,Vacuum Cylinder Assy,5.26,
548,100450122,Exhaust Brake Assembly,47.05,
549,100450130,Vacuum Booster(9''),40.64,
550,100450210,Vacuum Brake Valve(10),51.66,
551,100450230,Vacuum Brake Valve,63.48,
552,100450341,Exhaust Brake Assembly,45.84,
553,100450350,Double Diaphragm Vac Brake Val,90.66,
554,100450390,Vacuum Cylinder,12.33,
555,100450400,Vacuum Cylinder,12.33,
556,100450420,Vacuum Cylinder,8.59,
557,100450480,10 Vacuum Brake Valve,45.07,
558,100450481,"Vacuum Brake Valve-10""",48.50,
559,100450491,"9""+8"" Vacuum Brake Valve",83.96,
560,100450501,Double Diaphragm Vac Brake Val,90.73,
561,100450550,Vacuum Brake Valve Dd 9+9,100.48,
562,100450571,Zds Ddvbv 9+8,87.80,
563,100450600,VACUUM BRAKE VALVE,57.56,
564,100450610,Zds Ddvbv 9+8,93.23,
565,100450611,Zds Ddvbv 9+8,88.20,
566,100450620,Zds Ddvbv 9+8,93.23,
567,100450621,Zds Ddvbv 9+8,88.20,
568,100450640,Zds Ddvbv 9+8,82.11,
569,100450660,VACUUM BRAKE VALVE,40.71,
570,100450680,Vacuum Brake Valve Dd 9+9,87.05,
571,100450820,Double Diaphragm Vac Br. Valve,117.91,
572,100450840,Zds Ddvbv 9+8,114.62,
573,100450850,Vacuum Brake Valve Dd 9+9,95.60,
574,100450870,Vacuum Brake Valve,70.04,
575,100450900,"ZDS VBV 10""",48.82,
576,100460060,Non Return Valve Assy/Vac.Brak,3.27,
577,100460070,Operating Rod Piston Assy,9.82,
578,100460170,Front Housing Assy,40.35,
579,100460180,Rear Housing Assy,10.19,
580,100460200,Push Rod Sub Assembly,0.65,
581,100460210,Non Return Valve Assembly,3.25,
582,100460440,Pipe.Assy,0.91,
583,100461210,Operating Rod Sub Assembly,5.85,
584,100470130,Diaphragm Vacuum Brake Valve,4.24,
585,100470150,Spring Guide,1.08,
586,100470160,Segment Retainer,0.89,
587,100470230,Lip Seal-Vacuum Brake Valve,1.29,
588,100470310,Rubber Grommet,0.96,
589,100470390,Diaphragm Vacuum Brake Valve,6.77,
