S. No.,Part No.,Description,USD Price,
833,FF0562400,CATASPHALT PAVER AP755 (SPIN ON),49.65,
834,LF0901800,KOMATSU EXCAV PC400 - 7 (SPIN ON),63.04,
835,AF2513900 M,AIR FILTER PRIMARY,102.96,
836,FF0562600,FUEL FILTER SPIN ON,23.26,
837,AF2523800,AF(P) VOLVO DUMPER FH12,102.27,
838,FF0563800,FUEL FILTER SPIN ON,39.66,
839,AF2526200,AF(P) CAT EXCAV 350 / 350L,112.26,
840,FF0564400,FUEL FILTER SPIN ON,105.93,
841,LF0954800,ATLAS COP TRUCK LHD ST1030 (SPIN ON),68.28,
842,FF0564500,VOLVO EXCAV EC290B (SPIN ON),16.00,
843,AF2527800,AIR FILTER PRIMARY,193.42,
844,LF0969100,LUBE FILTER SPIN ON,51.79,
845,FF4200000,BITELLI TANDOM ROLLER DTV100,16.19,
846,AF2528800 M,AF(P) CAT CRAWLER TRACTOR D9R,130.00,
847,FF4200200,BOBCAT LOADER S 250 (SPIN ON),9.67,
848,AF2529200,AF(P) TELCON EXCAV ZX160LC,59.50,
849,LF1600600,LUBE FILTER SPIN ON,21.73,
850,FF4200300,IR LIGHT SOURCE D1105 (SPIN ON),10.44,
851,LF1612900,GREAVES DG SET 500 KVA  (SPIN ON),206.43,
852,FF0500600,FUEL STRAINER-TELCON LOADER BACKHOE JD315,5.54,
853,AF2541400,AF(P) TELCON EXCAV EX210,82.25,
854,FF0501500,FUEL STRAINER,7.96,
855,LF1614700,LUBE FILTER SPIN ON,15.31,
856,AF2543700,AF(P)CAT ASPHALT PAVER,190.35,
857,FS0100000,FUEL-WATER SEPARATOR SPIN ON,39.83,
858,FS0100100,DAEWOO EXCAV 300 (SPIN ON),30.58,
859,AF2544800,AIR FILTER PRIMARY,14.88,
860,FS0100300,Fuel Water Separator-Cummins N14 engine,29.24,
861,AF2545400,AF(P) ATLAS COPCO MINING TRUCK LHD,245.00,
862,FS0100600,FUEL-WATER SEPARATOR SPIN ON,79.67,
863,AF2549200,AF(P) DYNAPAC SOIL COMPACTOR,106.52,
864,FS0100800,FUEL-WATER SEPARATOR SPIN ON,16.36,
865,AF2550400,AF(P) DYNAPAC TANDOM ROLLER,48.93,
866,FS0100900,FUEL-WATER SEPARATOR SPIN ON,43.55,
867,AF2552600,AIR FILTER PRIMARY,68.15,
868,FS0101300,FUEL-WATER SEPARATOR SPIN ON,124.27,
869,FS0102200,FUEL-WATER SEPARATOR SPIN ON,82.22,
870,AF2553900,AF(P) ESAB WELDING GENSET KHH400,34.13,
871,AF2554400,AF(P) CIL DG SET 1160 KVA,347.40,
872,AF2555100,AF(P) ARROW KERB MACHINE 750XL,17.50,
873,FS0106200,FUEL-WATER SEPARATOR SPIN ON,71.48,
874,AF2557500,AIR FILTER PRIMARY,27.98,
875,AF2558800,AIR FILTER PRIMARY,23.81,
876,FS0123300,FUEL-WATER SEPARATOR SPIN ON,68.69,
877,AF2558900,AF(P)CAT EXCAV 320CLU,67.70,
878,FS0124000,FUEL-WATER SEPARATOR SPIN ON,16.99,
879,AF2561900,AF(P) VOLVO EXCAV EC460B,201.17,
880,FS0124200,BOMAG VIBRATORY ROLLER BW216D-3 (SPIN ON),34.25,
881,AF2562700,AF(P) KOMATSU DUMPER HD465,158.75,
882,FS0124200B,FUEL-WATER SEPARATOR SPIN ON,32.89,
883,AF2563100,AF(P) VOLVO DUMPER FM12,144.03,
884,FS0125100,FUEL-WATER SEPARATOR-SPIN ON,28.45,
885,AF2563200,AF(P) VOLVO DUMPER FH12,112.91,
886,FS0125400,FUEL-WATER SEPARATOR SPIN ON,32.36,
887,FS0128500,FUEL-WATER SEPARATOR SPIN ON,87.42,
888,FS0128700,VOLVO BUS B7R 8394365 (SPIN ON),17.60,
889,FS0129200,FUEL-WATER SEPARATOR SPIN ON,96.80,
890,FS1951900,DYNAPAC PAVER FINISHER F181C (SPIN ON),38.11,
891,FS1951900V,GROVE CRANE (SPIN ON),84.50,
892,FS1953200,SANY LIUGONG LOADER CLG-888,69.20,
893,FS1954000,TRAM SCOOP ST-2D (SPIN ON),101.11,
894,FS1954700,FUEL-WATER SEPARATOR SPIN ON,43.89,
895,FS1955100,VOLVO DUMPER FM12 (SPIN ON),76.10,
896,FS1955400,FUEL-WATER SEPARATOR SPIN ON,36.98,
897,FS1955500,CAT EXCAV 330B /330BL (SPIN ON),37.27,
898,AF2566700,AIR FILTER PRIMARY,105.01,
899,AF2570700,AIR FILTER PRIMARY,97.30,
900,AF2574800,AF(P) VOLVO EXCAV EC210B,82.29,
901,AF2575600,AF(P) CAT LOCO,179.52,
902,AF2583000,AIR FILTER PRIMARY,121.95,
903,AF2595700,AF(P) CAT ROLLER CS533E,51.75,
904,AF2596400,AF(P) KOMATSU GRADER GD555-3,66.94,
905,AF2611600,AIR FILTER PRIMARY,24.24,
906,AF2611700,AIR FILTER PRIMARY,48.12,
907,AF2612000,AIR FILTER PRIMARY,77.17,
908,AF2612400,AIR FILTER PRIMARY,109.91,
909,FS1957300,FUEL-WATER SEPARATOR SPIN ON,32.75,
910,FS1957400,FUEL-WATER SEPARATOR SPIN ON,62.04,
911,FS1958100,BOBCAT LOADER 751 (SPIN ON),26.82,
912,FS1959100,CAT DG SET 180 - 250 KVA (SPIN ON),84.27,
913,FS1959900,LEIBHERR CRANE LT1160/1 (SPIN ON),10.95,
914,FS1961600,FUEL-WATER SEPARATOR SPIN ON,73.86,
915,FS1962400,FUEL-WATER SEPARATOR SPIN ON,19.55,
916,FS1968700,JCB EXCAV JS200 32/925218 (SPIN ON),55.06,
917,FS1973400,VOLVO DUMPER FH12 (SPIN ON),48.14,
918,FS1973500,VOLVO DUMPER FH12 (SPIN ON),51.86,
919,FS1973600,FUEL-WATER SEPARATOR SPIN ON,125.10,
920,FS1973700,HAMM PNEUMATIC ROLLER GRW15 (SPIN ON),148.23,
921,FS1974600,FUEL-WATER SEPARATOR SPIN ON,35.98,
922,FS1975300,CAT VIBRATORY COMPACTOR CB214E (SPIN ON),123.80,
923,FS1975400,FUEL-WATER SEPARATOR SPIN ON,62.41,
924,AF0033800,AIR FILTER SAFETY,63.19,
925,FS1982000,CAT ASPHALT PAVER AP755 (SPIN ON),66.09,
926,FS1984300,CAT CRAWLER TRACTOR D8R (SPIN ON),70.23,
927,AF0047100,AIR FILTER SAFETY,81.70,
928,FS1985500,FUEL-WATER SEPARATOR SPIN ON,25.30,
929,FS1989500,FUEL-WATER SEPARATOR SPIN ON,77.94,
930,AF0082100 M,AIR FILTER SAFETY,57.41,
931,HF0605900,LEYLAND TRUCKS TIGER (CARTRIDGE),10.48,
932,AF0087600,AF(S) CAT CRAWLER TRACTOR D6D 1P7360,69.42,
933,HF0606100,HYDRAULIC FILTER CARTRIDGE,13.58,
934,AF0089000,AIR FILTER SAFETY,139.35,
935,HF0606200,HYDRAULIC FILTER CARTRIDGE,15.92,
936,HF0607200,BEML BULDOZ BD155 (CARTRIDGE),26.05,
937,AF0090900,AIR FILTER SAFETY,113.79,
938,HF0608300,CAT LOADER 988B 7J0670 / 4T3133 (CARTRIDGE),51.11,
939,AF0092200,AF(S) CAT CRAWLER TRACTOR D3C - 2 4N0313,39.39,
940,HF0608400,BEML BULDOZ BD65 (CARTRIDGE),29.10,
941,AF0092900,AIR FILTER SAFETY,55.06,
942,HF0608900,HYDRAULIC FILTER CARTRIDGE,90.39,
943,AF0093700,AIR FILTER SAFETY,50.08,
944,HF0609700,BEML DOZER D50A-15 (CARTRIDGE),34.40,
945,AF0095500,AF(S) EUCLID TIPPER RH30E,119.69,
946,HF0609800,BEML DUMPER WABCO LW120C WA 9651 (CARTRIDGE),17.06,
947,AF0097600,AF(S) CAT EXCAV 330 - LC 3i0180,59.11,
948,HF0610100,BEML BULDOZ BD155 (CARTRIDGE),39.90,
949,AF0163200,AIR FILTER SAFETY,30.32,
950,HF0611000,HYDRAULIC FILTER CARTRIDGE,24.34,
951,AF0164000,AIR FILTER SAFETY,54.03,
952,HF0611800,BEML DUMPER HAULPACK LW85 / LW85D VZ 2854 (CARTRIDGE),29.13,
953,AF0168000,AF(S) KOMATSU EXCAV PC100,23.10,
954,AF0176700,AF(S) CAT EXCAV 320 / 320L / 320N,32.94,
955,AF0184000,AIR FILTER SAFETY,66.43,
956,AF0184100,AF(S) BOMAG SOIL COMPACTOR,69.87,
957,AF0184300,AF(S) MAN TRUCKS 40280,158.02,
958,AF0185100,AIR FILTER SAFETY,25.91,
959,AF0186300 M,AF(S) KOMATSU LOADER WA380-1 LC,86.69,
960,HF0615100,HYDRAULIC FILTER CARTRIDGE,16.13,
961,HF0616200,VOLVO BUS B7R (CARTRIDGE),14.61,
962,HF0616600,HYDRAULIC FILTER CARTRIDGE,20.96,
963,HF0617200,HYDRAULIC FILTER CARTRIDGE,26.72,
964,HF0617300,BITELLI SURFACE MINER 202M (CARTRIDGE),17.68,
965,HF0618400,CAT EXCAV 320C/320CLN /320CLU (CARTRIDGE),52.22,
966,HF0618500,HYDRAULIC FILTER CARTRIDGE,10.89,
967,HF0619000,CAT DOZER 1035 9038953 (CARTRIDGE),52.78,
968,HF0619600,BEML BULDOZ BD50A-15 (CARTRIDGE),24.40,
969,HF0619800,BEML DOZER BD14W (CARTRIDGE),12.84,
970,HF0620000,HYDRAULIC FILTER CARTRIDGE,43.87,
971,HF0620100,CAT CRAWLER TRACTOR D6D 1R0728 / 1U2092 (CARTRIDGE),12.78,
972,HF0620200,CAT CRAWLER TRACTOR D9R IR0722 / 4T3134 (CARTRIDGE),39.80,
973,HF0621300,BEML BULDOZ BD65 (CARTRIDGE),31.93,
974,HF0622300,HYDRAULIC FILTER CARTRIDGE,66.55,
975,HF0605600,HYDRAULIC FILTER SPIN ON,12.24,
976,HF0624400,HYDRAULIC FILTER CARTRIDGE,47.42,
977,HF0600500,VOLVO EXCAV EC140B  (SPIN ON),11.27,
978,HF0600300,HYDRAULIC FILTER SPIN ON,15.57,
979,HF0624600,HYDRAULIC FILTER CARTRIDGE,323.35,
980,HF0600200,ATLAS ROCK DRILL CM470 (SPIN ON),16.36,
981,HF0647400,HYDRAULIC FILTER CARTRIDGE,60.60,
982,HF0627800,VOLVO DUMPER FM9 (CARTRIDGE),16.83,
983,HF0642600,HYDRAULIC FILTER CARTRIDGE,50.31,
984,HF0642100,VOLVO LOADER L190 (CARTRIDGE),81.13,
985,HF0629700,HYDRAULIC FILTER CARTRIDGE,90.00,
986,HF0639200,HYDRAULIC FILTER CARTRIDGE,10.84,
987,HF0630500,KATO CRANE KR 25 - HV (CARTRIDGE),37.90,
988,HF0638900,BEML DUMPER HAULPACK LW25/LW35 HF 6389 (CARTRIDGE),106.92,
989,HF0630600,L&T EXCAV CK90 (CARTRIDGE),19.09,
990,HF0638800,HYDRAULIC FILTER CARTRIDGE,33.92,
991,HF0635600,BEML DOZER D355 (CARTRIDGE),66.45,
992,HF0635400,BEML DOZER D65 (CARTRIDGE),65.09,
993,HF0631000,HYDRAULIC FILTER CARTRIDGE,68.67,
994,HF0634100,CAT CRAWLER TRACTOR D9R (CARTRIDGE),61.55,
995,HF0631900,BEML DUMPER BH-85,73.63,
996,HF0632500,WIRTGEN PAVER (CARTRIDGE),45.84,
997,HF0632000,VOLVO STACKER CS 320 (CARTRIDGE),15.38,
998,HF0632400,HYDRAULIC FILTER CARTRIDGE,34.58,
999,HF0605700,HYDRAULIC FILTER SPIN ON,8.94,
1000,HF0609600,HYDRAULIC FILTER SPIN ON,7.58,
1001,HF0611700,HYDRAULIC FILTER SPIN ON,14.87,
1002,HF0612000,L&T LOADER 580-3 (SPIN ON),10.61,
1003,HF0613500,HYDRAULIC FILTER SPIN ON,22.19,
1004,HF0614100,VOLVO REACH STACKER CS 320 ZF (SPIN ON),35.63,
1005,HF0616300,HYDRAULIC FILTER SPIN ON,17.99,
1006,HF0616700,HYDRAULIC FILTER SPIN ON,28.20,
1007,HF0617700,TITAN PAVER ABG (SPIN ON),57.92,
1008,HF0620300,HYDRAULIC FILTER SPIN ON,8.43,
1009,AH0113500,AIR CLEANER ASY,316.55,
1010,835607200,Top Cap for AH19453,9.01,
1011,AF2605700,Air Filter - Primary - Tata Novus 2530 - Cummins C-Series Engine (FG Housing),46.98,
1012,AF2607500,Air Filter (Primary) SFC - 407 / SFC - 410,24.90,
1013,AF2607400,Air Filter (Safety) SFC - 407 / SFC - 410,6.05,
1014,600024200,Lube Filter - Cummins B-Series Engine(LF3959),4.79,
1015,600024100,Fuel Filter - Cummins B-Series Engine(FF5052),3.47,
1016,600024300,Fuel Water Separator-Cummins B-Series Engine (Small Hole)(FS1275),5.09,
1017,600024400,Fuel Water Separator-Cummins B-Series Engine(Big Hole)(FS1299),5.22,
1018,600024500,Fuel Water Separator with Drain Valve - Eicher Jumbo & Galaxy(FS19630),6.88,
1019,FS1979300,FULWTRSEP,54.10,
1020,FS2000000,FULWTRSEP,95.44,
1021,AF0450400 M,AF KOMATSU EXCAV PC750,166.41,
1022,FF0010500 D,EUCLID TIPPER RH35  (SPIN ON),17.96,
1023,FF0018500,Fuel Filter - CAT Applications,11.84,
1024,FF0021100,CAT DG SET 320 - 377 KVA (SPIN ON),32.59,
1025,FF0526400,CAT DG SET 1250 - 1500 KVA (SPIN ON),25.45,
1026,FF0531900,CAT BLOCK HANDLER 988G (SPIN ON),37.06,
1027,HF3070000,Hydraulic Filter,47.66,
1028,AF2639300,AIR FILTER PRIMARY,88.37,
1029,AF2626700,AF(P) VOLVO LOADER L220E,68.03,
1030,HF0792100,DAEWOO EXCAV 220 LC-III,109.19,
1031,LF0300000,DAEWOO EXCAV 300 LC-V,90.96,
1032,LF0331400,Lube Filter,9.08,
1033,LF0332500,Lube Filter,35.92,
1034,LF0366400,BEML BULDOZ BD65,31.76,
1035,LF0405600,GREAVES DG SET 125 KVA,10.44,
1036,FF0507600,Fuel Filter - Komatsu PC 220/300/450 RT890C,12.84,
1037,FS0121200,Fuel Water Seperator-Cummins,21.31,
1038,AF2639100,AF(P) JCB LOADER 3DX,47.57,
1039,LF0066700,Lube Filter-CAT Applications,19.83,
1040,AF0413700,Air Filter,25.24,
1041,FF0014700,DAEWOO EXCAV 280 (SPIN ON),10.36,
1042,AP0840500,Air Pre-Cleaner,623.57,
1043,AF2639400,AIR FILTER SAFETY,106.41,
1044,AF2628500K,AF(P) HYUNDAI EXCAV R200W-7,85.12,
1045,AF2639500,AIR FILTER PRIMARY,110.12,
1046,AF2526800,AF(P) ACE WHEEL LOADER AL170 0,33.00,
1047,AF2640100,AIR FILTER PRIMARY,183.68,
1048,AF2527600,AIR FILTER PRIMARY,105.30,
1049,AH1948700,AIR CLEANER ASY,102.18,
1050,AF2639800,AIR FILTER SAFETY,87.75,
1051,AF2624900,AIR FILTER SAFETY,121.96,
1052,AF2628600,AF(S) HYUNDAI EXCAV R200W-7,71.51,
1053,AF2640200,AIR FILTER SAFETY,162.15,
1054,AF2639200,AF(S) JCB LOADER BACKHOE 3DX,54.03,
1055,AF2639600,AIR FILTER SAFETY,117.32,
1056,FS0120600,FUEL-WATER SEPARATOR CARTRIEDGE,31.50,
1057,FS1961900,VOGELE PAVER S1800-1 (CARTRIDGE),50.21,
1058,FS1976300,ATLAS TRUCK LHD ST1030 (CARTRIDGE),40.63,
1059,FS2020300,TELCON EXCAV EX1900-5 (CARTRIDGE),35.96,
1060,FS1960500,TITAN 423 FS19605 (CARTRIDGE),21.81,
1061,FS0120100,CAT DG SET 380 KVA 8N0205 (CARTRIDGE),63.08,
1062,FS0120500,CAT CRAWLER TRACTOR D6D (CARTRIDGE),26.23,
1063,FS0126900,GROVE CRANE 3945134 (CARTRIDGE),269.83,
1064,FS0129300,FUEL-WATER SEPARATOR CARTRIEDGE,15.01,
1065,FS1961500,FUEL-WATER SEPARATOR CARTRIEDGE,43.48,
1066,FS2020100,CAT DG SET 1250-1500 KVA (CARTRIDGE),28.02,
1067,FS2020200,FUEL-WATER SEPARATOR CARTRIEDGE,30.90,
1068,FS2040200,FUEL-WATER SEPARATOR CARTRIEDGE,19.14,
1069,FS2040300,FUEL-WATER SEPARATOR CARTRIEDGE,19.76,
1070,FS1979400,FUEL-WATER SEPARATOR CARTRIEDGE,48.22,
1071,FS1975200,FUEL-WATER SEPARATOR CARTRIEDGE,43.67,
1072,FS1972800,FUEL-WATER SEPARATOR CARTRIEDGE,51.11,
1073,FS0129500,FUEL-WATER SEPARATOR CARTRIEDGE,25.12,
1074,FS1972900,FUEL-WATER SEPARATOR CARTRIEDGE,22.58,
1075,FS1953000,CAT LOADER 906 (SPIN ON),50.17,
1076,FS1951700,FUEL-WATER SEPARATOR SPIN ON,36.08,
1077,FS1951600,FUEL-WATER SEPARATOR SPIN ON,31.24,
1078,FS1953100,CAT LOADER & T 906 (SPIN ON),58.65,
1079,FS1978500,FUEL-WATER SEPARATOR SPIN ON,24.54,
1080,FS1952500,FUEL-WATER SEPARATOR SPIN ON,58.19,
1081,FS0125300,FUEL-WATER SEPARATOR SPIN ON,23.14,
1082,FS0127700,FUEL-WATER SEPARATOR SPIN ON,31.96,
1083,HF3533000,LEIBHERR LOADER L544 (CARTRIDGE),346.55,
1084,HF3531500,HYDRAULIC FILTER SPIN ON,55.61,
1085,HF0654700,L&T CASE LOADER 851 (SPIN ON),189.95,
1086,LF0393100,LUBE FILTER SPIN ON,125.79,
1087,AF2607000,Air Filter (Primary) AL - Stag BS III - 87KW Engine,17.59,
1088,AF2606900,Air Filter (Safety) AL - Stag BS III - 87KW Engine,4.73,
1089,FF0532700,LIUGONG Loader FF5327,14.24,
1090,FF0570200,Fuel Spin-On,32.32,
1091,HF0744400,Hydraulic Filter,34.91,
1092,LF0065300,Lube Full-Flow Spin-On,16.39,
1093,FF0570900,Fuel Spin-On,25.52,
1094,AF0045300,Air Secondary,68.99,
1095,HF3533700,VOGELE PAVER S1800-1 (CARTRIDGE),404.49,
1096,FS1995000,Fuel/Water Separator,89.08,
1097,AH1944300,Air Cleaner Assembly - AL Viking BSIII(Passenger),77.34,
1098,FS1973200,Fuel Water Separator - TML ISBe Engine - Tata Prima,19.73,
1099,826101300,AIS - AL Double Decker Bus,182.12,
1100,AH1943300,Air Cleaner Assy -TML LPK-2516 HYVA Tipper,69.52,
1101,825041900,Air Celaner Assembly - Man Force Mining Tipper - 280HP,165.72,
1102,833005500,Rain Hood-Man Force Mining Tipper-280HP,21.90,
1103,FS0128000,Fuel Water Seperator-Cummins 6CT8.3 Engine,26.49,
1104,LF0411200,LUBE FILTER,18.24,
1105,LF0067300,LUBE FILTER,7.98,
1106,AF2608200,Air Filter-Tata ACE Goods Carrier-CNG,8.53,
1107,825051000,Air Cleaner Assembly - LPS 4018 BS-III,77.33,
1108,HF3536000,KOMATSU EXCAV PC300-7 (CARTRIDGE),209.36,
1109,AA0295400,Air Kit Dual Pack,123.17,
1110,LF0351700,LUBE FILTER,19.28,
1111,AF0460200,AIR FILTER ELEMENT,18.70,
1112,AF0453600,AIR FILTER ELEMENT,36.34,
1113,AF0471300,AIR FILTER ELEMENT,95.56,
1114,HF0615000,HYDFILTER,28.93,
1115,LF0337900,TEREX JAW CRUSHER 1R1807,33.91,
1116,AF2640000,AF(S) VOLVO REACH STACKER,202.25,
1117,HF0655100,CAT BLOCK HANDLER 988G,65.82,
1118,FS1964500,Fuel Water Separator - Cummins B-Series Engine (Small Hole),10.70,
1119,839091200,Drain Valve for FS19645 / FS19644,4.55,
1120,AF0184600,AIRFILTER ELEMENT,83.50,
1121,AF2555700,AIRFILTER ELEMENT,38.51,
1122,101557000,Air Cleaner Assembly - Cummins - (18 Inch Peripheral Inlet),657.30,
1123,LF0907000,LUBE FILTER SPIN ON,81.25,
1124,FT1000400,ACIL GA1107/08/10GA1207/08GA807/08/10(AS2202),388.10,
1125,FT1000600,ACIL XA140/175(Old) & XA125/175/140 (AS2442),412.36,
1126,FT1000800,ACIL GA - 30/37/45/50(AS2468),66.34,
1127,FT1001000,CP C 40/50/60/75Elgi E30 to E45 (AS2480),92.17,
1128,FT1001100,ACIL XA90 XA140 XA175 XA190CPS 180 CPS 260 CPS 300 ACIL GA 30/37 old(AS2481),104.30,
1129,FT1001200,ACIL GA55  GA75ACIL XAH 210XA 280CPS 450 HP CPS 600(AS2482),157.67,
1130,FT1001300,ACIL GA 11/15/18/22/30C from 2000 old(AS2483),101.88,
1131,FT1001400,ACIL GA 11/15/18/22/30C from 2002 new(AS2484),101.88,
1132,FT1002300,ACIL GA132 GA160 GA200 from 1999 (AS35504),320.18,
1133,FT1000900,Elgi E11 to E22(AS2479),89.75,
1134,FT1002400,Elgi - 1100/300(AS35505),424.49,
1135,FT1002500,Elgi --450/150 (AS35506),412.36,
1136,FT1003200,IR (450/150) (AS35507),297.14,
1137,FT1003300,IR (XHP650/XHP900/ 1100/350)(AS35508),251.05,
1138,FT1001500,KPCL-KES132(AS2485),291.08,
1139,FT1001700,KPCL-KES55(AS2487),91.57,
1140,FT1001800,KPCL-KES30 (AS2488),89.14,
1141,FT1001600,M&H  (AS2486),115.22,
1142,FS1964100,Fuel / Water Separator for Tata 697 Engine - BS-II,3.52,
1143,HF3546900,Steering Filter - ZF (With Rubber Sleeve),1.48,
1144,HF3547000,Steering Filter - ZF,1.38,
1145,LF1625600,Lube Filter For Mahindra Arjun Tractor,3.53,
1146,825031300,Air Cleaner Assembly - TML LPO 1623 TC Rear Engine HD Bus,166.78,
1147,825024200,Air Cleaner Assembly - AL 4018 Tractor with G90 CAB,70.17,
1148,AF0160400,AIR FILTER SAFETY,91.51,
1149,AF0165000,AIR FILTER PRIMARY,69.12,
1150,AF0183300,AIR FILTER SAFETY,86.28,
1151,AF0196800 M,AIR FILTER PRIMARY,98.41,
1152,AF2555500,AIR FILTER PRIMARY,109.61,
1153,AF2572300,AIR FILTER PRIMARY,75.86,
1154,AF2573400,AF(P) CAT DG SET 1250 - 1500 KVA  4P0710,234.81,
1155,AF2580100,AIR FILTER PRIMARY,91.86,
1156,AF2596700,AIR FILTER SAFETY,41.75,
1157,AF2617000,AIR FILTER PRIMARY,40.93,
1158,AF2619400,AIR FILTER PRIMARY,215.71,
1159,AF2620700,AIR FILTER PRIMARY,198.13,
1160,AF2620800,AIR FILTER SAFETY,106.24,
1161,AF2638900,AIR FILTER PRIMARY,46.89,
1162,AF2639000,AIR FILTER SAFETY,58.28,
1163,AF0034700 M,AIR FILTER PRIMARY,76.57,
1164,AF0034800 M,AIR FILTER PRIMARY,62.39,
1165,AF0487800,AIR FILTER PRIMARY,62.23,
1166,AF0099800 M,AIR FILTER PRIMARY,71.14,
1167,FF0010800,FUEL FILTER CARTRIDGE,4.90,
1168,FF0513200,FUEL FILTER SPIN ON,36.95,
1169,FS1959000,FUEL STRAINER- CAT BLOCK HANDLER 988G,83.49,
1170,FS1961200,FUEL STRAINER-CAT LOADER 950 G,38.65,
1171,FS1976900,FUEL-WATER SEPARATOR SPIN ON,91.26,
1172,FS1977300,FUEL-WATER SEPARATOR SPIN ON,20.30,
1173,FS1991400,SANY GRADER (SPIN ON),224.07,
1174,HF3005400,LEIBHERR CRANE LT1160/1 (CARTRIDGE),230.02,
1175,HF3520500,HYDRAULIC FILTER CARTRIDGE,24.94,
1176,HF3521900,HYDRAULIC FILTER CARTRIDGE,82.25,
1177,HF0610700,HYDRAULIC FILTER SPIN ON,18.36,
1178,HF0611100,BEML LOADER G30 - G35 (CARTRIDGE),14.43,
1179,HF0620600,HYDRAULIC FILTER SPIN ON,12.24,
1180,HF0653200,HYDRAULIC FILTER SPIN ON,9.05,
1181,HF0682200,HYDRAULIC FILTER SPIN ON,38.25,
1182,HF0706800,BOMAG SOIL COMPACTOR BW 212D (CARTRIDGE),120.74,
1183,HF0707300,HYDRAULIC FILTER CARTRIDGE,49.83,
1184,LF1624300,LUBE FILTER SPIN ON,23.41,
1185,LF0362700,HITACHI EXCAVA EX-300 (CARTRIDGE),37.21,
1186,LF0365700,ARROW KERB MACHINE 750XL (SPIN ON),12.93,
1187,LF0407100,LUBE FILTER CARTRIDGE,11.98,
1188,LF0068200,LUBE FILTER SPIN ON,13.95,
1189,LF0068900,BOBCAT LOADER (SPIN ON),6.60,
1190,WF0205600,COOLANT FILTER SPIN ON,44.58,
1191,WF0212300,COOLANT FILTER SPIN ON,126.90,
1192,FT1002200,ACIL GA110 GA90 from 1999 (AS35503),315.33,
1193,FT1002800,Air Oil Separator (AS35526),130.98,
1194,FT1002900,Air Oil Separator (AS35527),168.58,
1195,LF1623400,Lube filter for TML 2.2 DICR engine - Safari 2.2 VT / Aria / Xenon,2.50,
1196,LF1608300,Lube filter for TML 4DL engine - Sumo Grande,3.94,
1197,025460800S,GASKET,7.16,
1198,025741900S,FILTER CRANKCASE BREATHER,42.18,
1199,AF2556600,AIR FILTER SAFETY,24.62,
1200,FF0548500,Fuel Filter - TML ISBe Engine - Tata Prima,14.65,
1201,025581500S,GASKET,5.79,
1202,AF2573000,AF(S) BOMAG VIBRATORY ROLLER BW216D-3,68.82,
1203,017336800S,GASKET,5.68,
1204,025139000S,GASKET,1.58,
1205,025259800S,GASKET,7.76,
1206,330263000S,GASKET,3.80,
1207,394537500S,SLEEVE RUBBER,4.75,
1208,394823900S,GASKET,5.66,
1209,AA0295700,KIT AIR FILTER,107.41,
1210,395945400S,INDICATOR WATER IN FUEL,11.81,
1211,AF2649000,AIR FILTER PRIMARY,172.31,
1212,396046100S,HEAD ASY,49.51,
1213,FS1980500,FUEL-WATER SEPARATOR SPIN ON,92.60,
1214,FS1962100,FUEL-WATER SEPARATOR CARTRIEDGE,41.70,
1215,FF0542500,FUEL FILTER SPIN ON,15.16,
1216,AH0119300,AIR CLEANER ASY,136.52,
1217,FF0561600,FUEL FILTER SPIN ON,40.58,
1218,HF3031800,HYDRAULIC FILTER CARTRIDGE,306.99,
1219,HF3034800,TITAN PAVER 423 (CARTRIDGE),164.52,
1220,LF0969100 A,LUBE FILTER SPIN ON,84.53,
1221,871016000,Head & Fuel Water Separator Assembly for TML 4SP/497 Engine (Head + FS19644V),29.92,
1222,AH1940200,Air Cleaner Assembly-50KVA,45.44,
1223,AH1938700,Air Cleaner Assembly-50KVA,48.45,
1224,AH1946900,Air Cleaner Assembly-TATA Ace CNG Goods Carrier,25.95,
1225,809004000,Gasket Ring for 8250147 (14 Inch Air Cleaner),1.52,
1226,825020300,Air Cleaner Assembly - Busch Vaccum Pump (SA 6059),18.37,
1227,839106000,Rain Hood-Plastic-LP/LPT-709/712/912/1109/1192,4.56,
1228,CC0894700,Fleetcool HD - Premix - 1 Liter,2.06,
1229,CC0895000,Fleetcool HD - Premix - 205 Liter,212.24,
1230,CC0895200,Fleetcool HD - Concentrate - 1 Liter,3.52,
1231,CC0895300,Fleetcool HD - Concentrate - 3 Liter,9.54,
1232,CC0895400,Fleetcool HD - Concentrate - 5 Liter,15.28,
1233,CC0895500,Fleetcool HD - Concentrate - 205 Liter,566.68,
1234,CC0899300,Fleetcool HD - Concentrate - 2 Liter,6.72,
1235,820001500,Air Filter - Primary - 1500 kVA Genset with KTA 50 G8 Engine,164.82,
1236,820001600,Air Filter - Safety - 1500 kVA Genset with KTA 50 G8 Engine,53.23,
1237,826002100,KIT AIR CLEANER,56.07,
1238,826002200,KIT AIR CLEANER,67.59,
1239,826002300,KIR AIR CLEANER,82.68,
1240,826002400,KIT CONVERSION,95.05,
1241,AF0025000,Breather filter for Komatsu PC300 with Cummins Engine D 80 Dozer with N743 Engine,3.89,
1242,AF0041400 M,Air Fitler for Cummins NT743 Engine,44.68,
1243,AF0041800 M,Air Filter - Primary - 180 kVA Genset with NTA 495 Engine,30.99,
1244,AF0042400,Air Filter - Primary - 200 kVA Genset with NTA 743 Engine Case excavator 1280 to 1288 Models,42.24,
